"","BandID","Terr","BandID+Terr"
"1",4.11548405697988,0,1.97444254831703
"2",17.3075829605424,0,1.99957283233618
"3",1.89252156497662,0,1.74184460018614
"4",0,4.59960104493598,1.99981126435341
"5",9.18512043175201,2.83840884942515,0
"6",8.13209219466478,0,2.00026060334267
"7",5.70603080768319,3.66596750123585,0
"8",3.11941909491929,0,2.00019927709945
"9",12.7578097039259,0,1.72403660602697
"10",2.26447043523353,6.31394147550202,0
"11",1.07126851921589,0,1.37169731967924
"12",11.4702453302449,0,1.80803735283553
"13",29.7773001868765,0,2.00078365327488
"14",0.441815396699553,0,0.17333149432875
"15",0,0.294333345433074,2.00000693129186
"16",0,4.52517689610011,1.17830935085522
"17",0,1.39717369583332,1.99518900373084
"18",13.3948689050644,0,0.742806831262669
"19",0,5.61708934921035,1.93623313695173
"20",7.84569527502879,0,2.00032689202476
"21",15.0102261441139,0,1.99993016541316
"22",14.805265115398,0,1.69295625575251
"23",0,1.3079312279433,1.7536739247214
"24",1.6560705038471,0,1.46501032334561
"25",0,11.542154328672,0.172409111011348
"26",9.57096528506202,0,1.96338827379031
"27",13.3600042811062,0,1.62350404476422
"28",0.358809157205997,0,1.39909480974461
"29",0,1.06932371794676,1.84901567443558
"30",0,2.00748534569004,1.27300897804457
"31",4.68350784923223,9.12287444029778,0
"32",6.19265742041989,0,1.87203559983334
"33",0,7.59680231592154,1.99999852792951
"34",10.4762378593515,0,1.8490265732828
"35",0,3.67653021984108,1.48041206264281
"36",3.25351245460672,5.57840275295359,0
"37",4.49632650588001,0,1.94193356580195
"38",7.42420139283081,0,2.00000640807036
"39",12.4806715707259,0,1.99950623200812
"40",33.4054678925338,0,1.99961862036957
"41",0,1.13164216389259,0.512656166171155
"42",0.945129558937538,0,1.46451872574812
"43",2.25062297422539,1.37104215372369,0
"44",3.72008019056352,0,1.99981127505669
"45",1.82413332712804,0,1.98883849409538
"46",15.8751748897798,0,2.00145699916391
"47",0.162583622447073,0,0.132511787944168
"48",13.9356495330798,0,1.99900705375285
"49",4.77477757038821,1.20729987627021,0
"50",0,12.9655360935315,1.84457415038719
"51",4.28378418814486,0,2.00000513516977
"52",2.18726668438762,0,2.0000273511057
