"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"441","M","8","1",1,163,0.106179501923269,0.718192096657451,3
"302","M","4","1",1,257,0.976706269008602,0.574992484878749,2
"56","M","6","1",1,186,0.912828832180756,0.116394377953839,0
"20","M","5","1",1,135,0.648473324099294,0.353092261066195,2
"25","M","1","1",1,206,0.831886293133721,0.118330869256439,0
"452","M","1","1",1,287,0.767375381663442,0.225651413651174,2
"176","M","8","1",1,285,0.171119183333116,0.715159037130264,3
"7","F","2","1",1,257,0,0,2
"66","F","4","1",1,206,0,0,0
"79","F","1","1",1,285,0,0,3
"129","F","3","1",1,186,0,0,0
"164","F","1","1",1,287,0,0,2
"219","F","2","1",1,135,0,0,2
"350","F","2","1",1,163,0,0,3
"118","M","1","1",0,19,0.112992818001658,0.333812545435129,0
"175","M","1","1",0,107,0.217754386132583,0.0905852537447724,0
"245","M","3","1",0,246,0.720329616684467,0.0260724509193457,0
"376","M","2","1",0,268,0.0124183197040111,0.404789806274476,0
"114","M","10","1",0,49,0.448803270778597,0.687952667423475,0
"222","M","8","1",0,74,0.0146787184632694,0.439402715665398,0
"358","M","2","1",0,38,0.118138340068981,0.168431099929252,0
"364","M","6","1",0,39,0.587038815600926,0.183721745910589,0
"55","M","3","1",0,277,0.561278991866857,0.0328397761687127,0
"210","M","2","1",0,293,0.639487311709672,0.0441790460530293,0
"167","M","1","1",0,35,0.202847356675193,0.0973435289692531,0
"327","M","5","1",0,214,0.488881625113701,0.0843821649905294,0
"336","M","1","1",0,44,0.414004122372717,0.388729164113231,0
"449","M","2","1",0,140,0.0184391450602561,0.197888148520618,0
"474","M","11","1",0,198,0.184238108150953,0.737259591014406,0
"102","M","2","1",0,21,0.370678893523291,0.0980664088367364,0
"225","M","5","1",0,14,0.223846618870731,0.479584990942385,0
"32","M","5","1",0,148,0.913274551002074,0.0759866310982034,0
"35","M","3","1",0,89,0.702370066428557,0.143813367629173,0
"333","M","2","1",0,37,0.0758921769447625,0.116429302339062,0
"428","M","4","1",0,201,0.780528586370781,0.0698626507655718,0
"445","M","1","1",0,245,0.487531445920467,0.0811251738862702,0
"9","F","1","1",0,191,0,0,0
"15","F","1","1",0,81,0,0,0
"88","F","3","1",0,199,0,0,0
"143","F","4","1",0,162,0,0,0
"161","F","4","1",0,265,0,0,0
"201","F","4","1",0,118,0,0,0
"258","F","1","1",0,41,0,0,0
"289","F","5","1",0,34,0,0,0
"297","F","1","1",0,298,0,0,0
"309","F","1","1",0,47,0,0,0
"426","F","4","1",0,63,0,0,0
"448","F","1","1",0,263,0,0,0
"464","F","2","1",0,237,0,0,0
"478","F","4","1",0,188,0,0,0
